date,menu_item,units_sold,revenue,price_per_unit,is_holiday,day_of_week,day_name,month,week_of_year,is_weekend
2024-10-09,Chicken Biryani,107,23833.39,220,False,2,Wednesday,10,41,False
2024-10-10,Chicken Biryani,83,18761.71,220,False,3,Thursday,10,41,False
2024-10-11,Chicken Biryani,154,33881.23,220,False,4,Friday,10,41,False
2024-10-12,Chicken Biryani,168,36870.55,220,False,5,Saturday,10,41,True
2024-10-13,Chicken Biryani,186,40099.35,220,True,6,Sunday,10,41,True
2024-10-14,Chicken Biryani,96,21703.71,220,False,0,Monday,10,42,False
2024-10-15,Chicken Biryani,108,24465.41,220,False,1,Tuesday,10,42,False
2024-10-16,Chicken Biryani,101,22136.0,220,False,2,Wednesday,10,42,False
2024-10-17,Chicken Biryani,105,23269.57,220,False,3,Thursday,10,42,False
2024-10-18,Chicken Biryani,175,39094.39,220,False,4,Friday,10,42,False
2024-10-19,Chicken Biryani,149,33209.41,220,False,5,Saturday,10,42,True
2024-10-20,Chicken Biryani,124,27386.53,220,False,6,Sunday,10,42,True
2024-10-21,Chicken Biryani,115,24559.37,220,False,0,Monday,10,43,False
2024-10-22,Chicken Biryani,83,18064.62,220,False,1,Tuesday,10,43,False
2024-10-23,Chicken Biryani,121,25973.77,220,False,2,Wednesday,10,43,False
2024-10-24,Chicken Biryani,114,24505.92,220,False,3,Thursday,10,43,False
2024-10-25,Chicken Biryani,148,33379.6,220,False,4,Friday,10,43,False
2024-10-26,Chicken Biryani,158,34535.71,220,False,5,Saturday,10,43,True
2024-10-27,Chicken Biryani,167,37734.03,220,False,6,Sunday,10,43,True
2024-10-28,Chicken Biryani,99,21863.73,220,False,0,Monday,10,44,False
2024-10-29,Chicken Biryani,110,23823.06,220,False,1,Tuesday,10,44,False
2024-10-30,Chicken Biryani,103,22280.47,220,False,2,Wednesday,10,44,False
2024-10-31,Chicken Biryani,83,17904.17,220,False,3,Thursday,10,44,False
2024-11-01,Chicken Biryani,263,58138.04,220,True,4,Friday,11,44,False
2024-11-02,Chicken Biryani,193,41905.89,220,False,5,Saturday,11,44,True
2024-11-03,Chicken Biryani,158,34710.65,220,False,6,Sunday,11,44,True
2024-11-04,Chicken Biryani,98,21677.89,220,False,0,Monday,11,45,False
2024-11-05,Chicken Biryani,93,19933.55,220,False,1,Tuesday,11,45,False
2024-11-06,Chicken Biryani,104,22889.5,220,False,2,Wednesday,11,45,False
2024-11-07,Chicken Biryani,103,22923.24,220,False,3,Thursday,11,45,False
2024-11-08,Chicken Biryani,186,40064.6,220,False,4,Friday,11,45,False
2024-11-09,Chicken Biryani,166,35506.73,220,False,5,Saturday,11,45,True
2024-11-10,Chicken Biryani,117,24967.82,220,False,6,Sunday,11,45,True
2024-11-11,Chicken Biryani,98,21306.38,220,False,0,Monday,11,46,False
2024-11-12,Chicken Biryani,86,19180.35,220,False,1,Tuesday,11,46,False
2024-11-13,Chicken Biryani,123,27625.7,220,False,2,Wednesday,11,46,False
2024-11-14,Chicken Biryani,108,23510.94,220,False,3,Thursday,11,46,False
2024-11-15,Chicken Biryani,168,37851.34,220,False,4,Friday,11,46,False
2024-11-16,Chicken Biryani,165,36853.75,220,False,5,Saturday,11,46,True
2024-11-17,Chicken Biryani,131,28896.94,220,False,6,Sunday,11,46,True
2024-11-18,Chicken Biryani,107,23936.36,220,False,0,Monday,11,47,False
2024-11-19,Chicken Biryani,99,22060.21,220,False,1,Tuesday,11,47,False
2024-11-20,Chicken Biryani,113,24880.67,220,False,2,Wednesday,11,47,False
2024-11-21,Chicken Biryani,113,24802.9,220,False,3,Thursday,11,47,False
2024-11-22,Chicken Biryani,194,43266.37,220,False,4,Friday,11,47,False
2024-11-23,Chicken Biryani,161,35091.32,220,False,5,Saturday,11,47,True
2024-11-24,Chicken Biryani,149,33481.24,220,False,6,Sunday,11,47,True
2024-11-25,Chicken Biryani,119,26174.12,220,False,0,Monday,11,48,False
2024-11-26,Chicken Biryani,99,22154.01,220,False,1,Tuesday,11,48,False
2024-11-27,Chicken Biryani,109,23598.68,220,False,2,Wednesday,11,48,False
2024-11-28,Chicken Biryani,119,26252.93,220,False,3,Thursday,11,48,False
2024-11-29,Chicken Biryani,192,43159.08,220,False,4,Friday,11,48,False
2024-11-30,Chicken Biryani,157,34649.23,220,False,5,Saturday,11,48,True
2024-12-01,Chicken Biryani,119,26763.42,220,False,6,Sunday,12,48,True
2024-12-02,Chicken Biryani,104,22537.44,220,False,0,Monday,12,49,False
2024-12-03,Chicken Biryani,110,23891.64,220,False,1,Tuesday,12,49,False
2024-12-04,Chicken Biryani,94,20830.5,220,False,2,Wednesday,12,49,False
2024-12-05,Chicken Biryani,99,22150.82,220,False,3,Thursday,12,49,False
2024-12-06,Chicken Biryani,151,33589.63,220,False,4,Friday,12,49,False
2024-12-07,Chicken Biryani,154,34168.12,220,False,5,Saturday,12,49,True
2024-12-08,Chicken Biryani,144,31107.84,220,False,6,Sunday,12,49,True
2024-12-09,Chicken Biryani,105,22789.98,220,False,0,Monday,12,50,False
2024-12-10,Chicken Biryani,106,22714.85,220,False,1,Tuesday,12,50,False
2024-12-11,Chicken Biryani,114,25387.81,220,False,2,Wednesday,12,50,False
2024-12-12,Chicken Biryani,97,21208.9,220,False,3,Thursday,12,50,False
2024-12-13,Chicken Biryani,128,27800.9,220,False,4,Friday,12,50,False
2024-12-14,Chicken Biryani,175,38739.4,220,False,5,Saturday,12,50,True
2024-12-15,Chicken Biryani,122,26183.06,220,False,6,Sunday,12,50,True
2024-12-16,Chicken Biryani,111,24637.59,220,False,0,Monday,12,51,False
2024-12-17,Chicken Biryani,104,23031.02,220,False,1,Tuesday,12,51,False
2024-12-18,Chicken Biryani,107,23677.95,220,False,2,Wednesday,12,51,False
2024-12-19,Chicken Biryani,118,26096.42,220,False,3,Thursday,12,51,False
2024-12-20,Chicken Biryani,176,38506.62,220,False,4,Friday,12,51,False
2024-12-21,Chicken Biryani,143,32323.73,220,False,5,Saturday,12,51,True
2024-12-22,Chicken Biryani,124,26770.2,220,False,6,Sunday,12,51,True
2024-12-23,Chicken Biryani,108,24114.1,220,False,0,Monday,12,52,False
2024-12-24,Chicken Biryani,113,24500.09,220,False,1,Tuesday,12,52,False
2024-12-25,Chicken Biryani,172,38152.61,220,True,2,Wednesday,12,52,False
2024-12-26,Chicken Biryani,114,24465.13,220,False,3,Thursday,12,52,False
2024-12-27,Chicken Biryani,149,32329.22,220,False,4,Friday,12,52,False
2024-12-28,Chicken Biryani,137,30065.75,220,False,5,Saturday,12,52,True
2024-12-29,Chicken Biryani,140,31634.35,220,False,6,Sunday,12,52,True
2024-12-30,Chicken Biryani,120,26911.61,220,False,0,Monday,12,1,False
2024-12-31,Chicken Biryani,121,27007.93,220,False,1,Tuesday,12,1,False
2023-01-01,Grilled Fish,52,14315.17,280,False,6,Sunday,1,52,True
2023-01-02,Grilled Fish,40,11006.15,280,False,0,Monday,1,1,False
2023-01-03,Grilled Fish,41,11689.67,280,False,1,Tuesday,1,1,False
2023-01-04,Grilled Fish,37,10132.64,280,False,2,Wednesday,1,1,False
2023-01-05,Grilled Fish,43,12231.8,280,False,3,Thursday,1,1,False
2023-01-06,Grilled Fish,84,22837.74,280,False,4,Friday,1,1,False
2023-01-07,Grilled Fish,62,17532.29,280,False,5,Saturday,1,1,True
2023-01-08,Grilled Fish,57,16308.53,280,False,6,Sunday,1,1,True
2023-01-09,Grilled Fish,44,12536.47,280,False,0,Monday,1,2,False
2023-01-10,Grilled Fish,37,10662.32,280,False,1,Tuesday,1,2,False
2023-01-11,Grilled Fish,38,10331.12,280,False,2,Wednesday,1,2,False
2023-01-12,Grilled Fish,46,12494.53,280,False,3,Thursday,1,2,False
2023-01-13,Grilled Fish,66,17985.14,280,False,4,Friday,1,2,False
2023-01-14,Grilled Fish,54,15192.74,280,False,5,Saturday,1,2,True
2023-01-15,Grilled Fish,57,15556.55,280,False,6,Sunday,1,2,True
2023-01-16,Grilled Fish,43,11836.09,280,False,0,Monday,1,3,False
2023-01-17,Grilled Fish,43,12143.25,280,False,1,Tuesday,1,3,False
2023-01-18,Grilled Fish,49,13419.09,280,False,2,Wednesday,1,3,False
2023-01-19,Grilled Fish,44,12455.25,280,False,3,Thursday,1,3,False
2023-01-20,Grilled Fish,83,23359.94,280,False,4,Friday,1,3,False
2023-01-21,Grilled Fish,70,19465.62,280,False,5,Saturday,1,3,True
2023-01-22,Grilled Fish,62,16901.2,280,False,6,Sunday,1,3,True
2023-01-23,Grilled Fish,35,9526.52,280,False,0,Monday,1,4,False
2023-01-24,Grilled Fish,46,12571.71,280,False,1,Tuesday,1,4,False
2023-01-25,Grilled Fish,50,13761.85,280,False,2,Wednesday,1,4,False
2023-01-26,Grilled Fish,69,19839.23,280,True,3,Thursday,1,4,False
2023-01-27,Grilled Fish,64,17840.18,280,False,4,Friday,1,4,False
2023-01-28,Grilled Fish,63,17846.89,280,False,5,Saturday,1,4,True
2023-01-29,Grilled Fish,48,13420.56,280,False,6,Sunday,1,4,True
2023-01-30,Grilled Fish,43,12271.66,280,False,0,Monday,1,5,False
2023-01-31,Grilled Fish,42,11431.88,280,False,1,Tuesday,1,5,False
2023-02-01,Grilled Fish,37,10614.46,280,False,2,Wednesday,2,5,False
2023-02-02,Grilled Fish,42,12013.76,280,False,3,Thursday,2,5,False
2023-02-03,Grilled Fish,66,18269.08,280,False,4,Friday,2,5,False
2023-02-04,Grilled Fish,56,15904.09,280,False,5,Saturday,2,5,True
2023-02-05,Grilled Fish,51,13906.6,280,False,6,Sunday,2,5,True
2023-02-06,Grilled Fish,43,12264.42,280,False,0,Monday,2,6,False
2023-02-07,Grilled Fish,37,10300.35,280,False,1,Tuesday,2,6,False
2023-02-08,Grilled Fish,38,10451.08,280,False,2,Wednesday,2,6,False
2023-02-09,Grilled Fish,42,11685.63,280,False,3,Thursday,2,6,False
2023-02-10,Grilled Fish,46,12674.11,280,False,4,Friday,2,6,False
2023-02-11,Grilled Fish,56,15716.91,280,False,5,Saturday,2,6,True
2023-02-12,Grilled Fish,59,16673.66,280,False,6,Sunday,2,6,True
2023-02-13,Grilled Fish,41,11711.38,280,False,0,Monday,2,7,False
2023-02-14,Grilled Fish,40,10898.72,280,False,1,Tuesday,2,7,False
2023-02-15,Grilled Fish,36,9955.62,280,False,2,Wednesday,2,7,False
2023-02-16,Grilled Fish,45,12787.32,280,False,3,Thursday,2,7,False
2023-02-17,Grilled Fish,52,14578.58,280,False,4,Friday,2,7,False
2023-02-18,Grilled Fish,69,19235.61,280,False,5,Saturday,2,7,True
2023-02-19,Grilled Fish,50,14012.56,280,False,6,Sunday,2,7,True
2023-02-20,Grilled Fish,39,11140.11,280,False,0,Monday,2,8,False
2023-02-21,Grilled Fish,41,11471.9,280,False,1,Tuesday,2,8,False
2023-02-22,Grilled Fish,36,10308.03,280,False,2,Wednesday,2,8,False
2023-02-23,Grilled Fish,39,10891.81,280,False,3,Thursday,2,8,False
2023-02-24,Grilled Fish,57,16008.29,280,False,4,Friday,2,8,False
2023-02-25,Grilled Fish,48,13095.11,280,False,5,Saturday,2,8,True
2023-02-26,Grilled Fish,55,15016.24,280,False,6,Sunday,2,8,True
2023-02-27,Grilled Fish,42,11899.87,280,False,0,Monday,2,9,False
2023-02-28,Grilled Fish,45,12453.38,280,False,1,Tuesday,2,9,False
2023-03-01,Grilled Fish,43,12132.83,280,False,2,Wednesday,3,9,False
2023-03-02,Grilled Fish,34,9570.63,280,False,3,Thursday,3,9,False
2023-03-03,Grilled Fish,73,20644.11,280,False,4,Friday,3,9,False
2023-03-04,Grilled Fish,65,18473.02,280,False,5,Saturday,3,9,True
2023-03-05,Grilled Fish,52,14147.91,280,False,6,Sunday,3,9,True
2023-03-06,Grilled Fish,38,10855.15,280,False,0,Monday,3,10,False
2023-03-07,Grilled Fish,42,11557.74,280,False,1,Tuesday,3,10,False
2023-03-08,Grilled Fish,75,21329.71,280,True,2,Wednesday,3,10,False
2023-03-09,Grilled Fish,39,11205.18,280,False,3,Thursday,3,10,False
2023-03-10,Grilled Fish,66,18123.56,280,False,4,Friday,3,10,False
2023-03-11,Grilled Fish,71,19783.85,280,False,5,Saturday,3,10,True
2023-03-12,Grilled Fish,56,15849.4,280,False,6,Sunday,3,10,True
2023-03-13,Grilled Fish,50,13790.31,280,False,0,Monday,3,11,False
2023-03-14,Grilled Fish,37,10231.16,280,False,1,Tuesday,3,11,False
2023-03-15,Grilled Fish,39,11218.39,280,False,2,Wednesday,3,11,False
2023-03-16,Grilled Fish,44,12448.64,280,False,3,Thursday,3,11,False
2023-03-17,Grilled Fish,72,19625.41,280,False,4,Friday,3,11,False
2023-03-18,Grilled Fish,67,18464.05,280,False,5,Saturday,3,11,True
2023-03-19,Grilled Fish,57,16052.56,280,False,6,Sunday,3,11,True
2023-03-20,Grilled Fish,41,11137.34,280,False,0,Monday,3,12,False
2023-03-21,Grilled Fish,40,11510.08,280,False,1,Tuesday,3,12,False
2023-03-22,Grilled Fish,43,11783.3,280,False,2,Wednesday,3,12,False
2023-03-23,Grilled Fish,42,11545.28,280,False,3,Thursday,3,12,False
2023-03-24,Grilled Fish,61,16928.82,280,False,4,Friday,3,12,False
2023-03-25,Grilled Fish,59,16438.25,280,False,5,Saturday,3,12,True
2023-03-26,Grilled Fish,55,15115.73,280,False,6,Sunday,3,12,True
2023-03-27,Grilled Fish,45,12654.16,280,False,0,Monday,3,13,False
2023-03-28,Grilled Fish,35,10060.58,280,False,1,Tuesday,3,13,False
2023-03-29,Grilled Fish,43,12052.03,280,False,2,Wednesday,3,13,False
2023-03-30,Grilled Fish,40,11088.59,280,False,3,Thursday,3,13,False
2023-03-31,Grilled Fish,70,19746.43,280,False,4,Friday,3,13,False
2023-04-01,Grilled Fish,64,17941.6,280,False,5,Saturday,4,13,True
2023-04-02,Grilled Fish,56,15942.47,280,False,6,Sunday,4,13,True
2023-04-03,Grilled Fish,45,12760.81,280,False,0,Monday,4,14,False
2023-04-04,Grilled Fish,49,13370.43,280,False,1,Tuesday,4,14,False
2023-04-05,Grilled Fish,53,14881.42,280,False,2,Wednesday,4,14,False
2023-04-06,Grilled Fish,46,13114.74,280,False,3,Thursday,4,14,False
2023-04-07,Grilled Fish,60,17257.29,280,False,4,Friday,4,14,False
2023-04-08,Grilled Fish,65,18219.27,280,False,5,Saturday,4,14,True
2023-04-09,Grilled Fish,53,14834.48,280,False,6,Sunday,4,14,True
2023-04-10,Grilled Fish,48,13045.64,280,False,0,Monday,4,15,False
2023-04-11,Grilled Fish,46,12937.52,280,False,1,Tuesday,4,15,False
2023-04-12,Grilled Fish,52,14900.8,280,False,2,Wednesday,4,15,False
2023-04-13,Grilled Fish,46,12793.11,280,False,3,Thursday,4,15,False
2023-04-14,Grilled Fish,112,32057.87,280,True,4,Friday,4,15,False
2023-04-15,Grilled Fish,61,16934.86,280,False,5,Saturday,4,15,True
2023-04-16,Grilled Fish,60,16933.05,280,False,6,Sunday,4,15,True
2023-04-17,Grilled Fish,46,12755.18,280,False,0,Monday,4,16,False
2023-04-18,Grilled Fish,51,14329.74,280,False,1,Tuesday,4,16,False
2023-04-19,Grilled Fish,34,9619.06,280,False,2,Wednesday,4,16,False
2023-04-20,Grilled Fish,37,10214.14,280,False,3,Thursday,4,16,False
2023-04-21,Grilled Fish,66,18020.26,280,False,4,Friday,4,16,False
2023-04-22,Grilled Fish,67,18890.39,280,False,5,Saturday,4,16,True
2023-04-23,Grilled Fish,53,15283.6,280,False,6,Sunday,4,16,True
2023-04-24,Grilled Fish,38,10846.74,280,False,0,Monday,4,17,False
2023-04-25,Grilled Fish,37,10503.32,280,False,1,Tuesday,4,17,False
2023-04-26,Grilled Fish,38,10642.09,280,False,2,Wednesday,4,17,False
2023-04-27,Grilled Fish,48,13065.15,280,False,3,Thursday,4,17,False
2023-04-28,Grilled Fish,64,17579.96,280,False,4,Friday,4,17,False
2023-04-29,Grilled Fish,62,17785.11,280,False,5,Saturday,4,17,True
2023-04-30,Grilled Fish,60,16763.85,280,False,6,Sunday,4,17,True
2023-05-01,Grilled Fish,30,8203.58,280,False,0,Monday,5,18,False
2023-05-02,Grilled Fish,35,9913.43,280,False,1,Tuesday,5,18,False
2023-05-03,Grilled Fish,36,10163.04,280,False,2,Wednesday,5,18,False
2023-05-04,Grilled Fish,30,8631.34,280,False,3,Thursday,5,18,False
2023-05-05,Grilled Fish,46,13248.77,280,False,4,Friday,5,18,False
2023-05-06,Grilled Fish,61,17544.53,280,False,5,Saturday,5,18,True
2023-05-07,Grilled Fish,44,12138.72,280,False,6,Sunday,5,18,True
2023-05-08,Grilled Fish,30,8359.95,280,False,0,Monday,5,19,False
2023-05-09,Grilled Fish,29,8092.79,280,False,1,Tuesday,5,19,False
2023-05-10,Grilled Fish,42,11708.98,280,False,2,Wednesday,5,19,False
2023-05-11,Grilled Fish,37,10449.96,280,False,3,Thursday,5,19,False
2023-05-12,Grilled Fish,53,15268.57,280,False,4,Friday,5,19,False
2023-05-13,Grilled Fish,53,14917.25,280,False,5,Saturday,5,19,True
2023-05-14,Grilled Fish,40,11415.61,280,False,6,Sunday,5,19,True
2023-05-15,Grilled Fish,31,8926.83,280,False,0,Monday,5,20,False
2023-05-16,Grilled Fish,32,9019.13,280,False,1,Tuesday,5,20,False
2023-05-17,Grilled Fish,34,9726.99,280,False,2,Wednesday,5,20,False
2023-05-18,Grilled Fish,36,10352.49,280,False,3,Thursday,5,20,False
2023-05-19,Grilled Fish,60,17248.04,280,False,4,Friday,5,20,False
2023-05-20,Grilled Fish,48,13427.09,280,False,5,Saturday,5,20,True
2023-05-21,Grilled Fish,39,10825.71,280,False,6,Sunday,5,20,True
2023-05-22,Grilled Fish,28,8031.33,280,False,0,Monday,5,21,False
2023-05-23,Grilled Fish,35,9777.46,280,False,1,Tuesday,5,21,False
2023-05-24,Grilled Fish,29,7974.26,280,False,2,Wednesday,5,21,False
2023-05-25,Grilled Fish,33,9466.77,280,False,3,Thursday,5,21,False
2023-05-26,Grilled Fish,60,16520.8,280,False,4,Friday,5,21,False
2023-05-27,Grilled Fish,56,15700.77,280,False,5,Saturday,5,21,True
2023-05-28,Grilled Fish,38,10932.9,280,False,6,Sunday,5,21,True
2023-05-29,Grilled Fish,30,8159.26,280,False,0,Monday,5,22,False
2023-05-30,Grilled Fish,32,9069.32,280,False,1,Tuesday,5,22,False
2023-05-31,Grilled Fish,34,9469.71,280,False,2,Wednesday,5,22,False
2023-06-01,Grilled Fish,34,9770.08,280,False,3,Thursday,6,22,False
2023-06-02,Grilled Fish,46,12564.42,280,False,4,Friday,6,22,False
2023-06-03,Grilled Fish,44,12648.45,280,False,5,Saturday,6,22,True
2023-06-04,Grilled Fish,44,11983.83,280,False,6,Sunday,6,22,True
2023-06-05,Grilled Fish,31,8545.35,280,False,0,Monday,6,23,False
2023-06-06,Grilled Fish,29,8165.36,280,False,1,Tuesday,6,23,False
2023-06-07,Grilled Fish,29,8031.72,280,False,2,Wednesday,6,23,False
2023-06-08,Grilled Fish,31,8780.41,280,False,3,Thursday,6,23,False
2023-06-09,Grilled Fish,46,12792.93,280,False,4,Friday,6,23,False
2023-06-10,Grilled Fish,57,15882.63,280,False,5,Saturday,6,23,True
2023-06-11,Grilled Fish,46,12565.64,280,False,6,Sunday,6,23,True
2023-06-12,Grilled Fish,29,8290.1,280,False,0,Monday,6,24,False
2023-06-13,Grilled Fish,31,8916.92,280,False,1,Tuesday,6,24,False
2023-06-14,Grilled Fish,37,10402.78,280,False,2,Wednesday,6,24,False
2023-06-15,Grilled Fish,36,10379.98,280,False,3,Thursday,6,24,False
2023-06-16,Grilled Fish,63,17983.91,280,False,4,Friday,6,24,False
2023-06-17,Grilled Fish,58,16364.8,280,False,5,Saturday,6,24,True
2023-06-18,Grilled Fish,46,12625.16,280,False,6,Sunday,6,24,True
2023-06-19,Grilled Fish,36,9797.08,280,False,0,Monday,6,25,False
2023-06-20,Grilled Fish,35,9717.9,280,False,1,Tuesday,6,25,False
2023-06-21,Grilled Fish,38,10821.25,280,False,2,Wednesday,6,25,False
2023-06-22,Grilled Fish,35,9927.06,280,False,3,Thursday,6,25,False
2023-06-23,Grilled Fish,41,11167.72,280,False,4,Friday,6,25,False
2023-06-24,Grilled Fish,59,16692.7,280,False,5,Saturday,6,25,True
2023-06-25,Grilled Fish,44,12379.7,280,False,6,Sunday,6,25,True
2023-06-26,Grilled Fish,30,8295.91,280,False,0,Monday,6,26,False
2023-06-27,Grilled Fish,29,7922.6,280,False,1,Tuesday,6,26,False
2023-06-28,Grilled Fish,32,8866.17,280,False,2,Wednesday,6,26,False
2023-06-29,Grilled Fish,34,9566.37,280,False,3,Thursday,6,26,False
2023-06-30,Grilled Fish,52,14408.71,280,False,4,Friday,6,26,False
2023-07-01,Grilled Fish,59,16730.32,280,False,5,Saturday,7,26,True
2023-07-02,Grilled Fish,48,13725.48,280,False,6,Sunday,7,26,True
2023-07-03,Grilled Fish,45,12691.57,280,False,0,Monday,7,27,False
2023-07-04,Grilled Fish,33,9092.75,280,False,1,Tuesday,7,27,False
2023-07-05,Grilled Fish,36,10109.8,280,False,2,Wednesday,7,27,False
2023-07-06,Grilled Fish,32,8741.11,280,False,3,Thursday,7,27,False
2023-07-07,Grilled Fish,65,18239.78,280,False,4,Friday,7,27,False
2023-07-08,Grilled Fish,70,20102.46,280,False,5,Saturday,7,27,True
2023-07-09,Grilled Fish,66,18264.63,280,False,6,Sunday,7,27,True
2023-07-10,Grilled Fish,38,10386.75,280,False,0,Monday,7,28,False
2023-07-11,Grilled Fish,44,12606.51,280,False,1,Tuesday,7,28,False
2023-07-12,Grilled Fish,44,12281.1,280,False,2,Wednesday,7,28,False
2023-07-13,Grilled Fish,33,9236.29,280,False,3,Thursday,7,28,False
2023-07-14,Grilled Fish,58,16593.73,280,False,4,Friday,7,28,False
2023-07-15,Grilled Fish,52,14871.33,280,False,5,Saturday,7,28,True
2023-07-16,Grilled Fish,55,14978.98,280,False,6,Sunday,7,28,True
2023-07-17,Grilled Fish,38,10681.78,280,False,0,Monday,7,29,False
2023-07-18,Grilled Fish,39,10921.12,280,False,1,Tuesday,7,29,False
2023-07-19,Grilled Fish,37,10588.64,280,False,2,Wednesday,7,29,False
2023-07-20,Grilled Fish,35,9730.29,280,False,3,Thursday,7,29,False
2023-07-21,Grilled Fish,54,14955.14,280,False,4,Friday,7,29,False
2023-07-22,Grilled Fish,61,17055.9,280,False,5,Saturday,7,29,True
2023-07-23,Grilled Fish,55,14954.23,280,False,6,Sunday,7,29,True
2023-07-24,Grilled Fish,44,12667.37,280,False,0,Monday,7,30,False
2023-07-25,Grilled Fish,43,11739.34,280,False,1,Tuesday,7,30,False
2023-07-26,Grilled Fish,33,9133.89,280,False,2,Wednesday,7,30,False
2023-07-27,Grilled Fish,32,9028.23,280,False,3,Thursday,7,30,False
2023-07-28,Grilled Fish,49,14040.22,280,False,4,Friday,7,30,False
2023-07-29,Grilled Fish,50,14040.92,280,False,5,Saturday,7,30,True
2023-07-30,Grilled Fish,44,12298.14,280,False,6,Sunday,7,30,True
2023-07-31,Grilled Fish,42,11865.17,280,False,0,Monday,7,31,False
2023-08-01,Grilled Fish,39,11221.21,280,False,1,Tuesday,8,31,False
2023-08-02,Grilled Fish,45,12927.71,280,False,2,Wednesday,8,31,False
2023-08-03,Grilled Fish,42,11969.5,280,False,3,Thursday,8,31,False
2023-08-04,Grilled Fish,64,17664.59,280,False,4,Friday,8,31,False
2023-08-05,Grilled Fish,55,15419.06,280,False,5,Saturday,8,31,True
2023-08-06,Grilled Fish,57,15802.04,280,False,6,Sunday,8,31,True
2023-08-07,Grilled Fish,38,10798.16,280,False,0,Monday,8,32,False
2023-08-08,Grilled Fish,41,11292.04,280,False,1,Tuesday,8,32,False
2023-08-09,Grilled Fish,47,12913.96,280,False,2,Wednesday,8,32,False
2023-08-10,Grilled Fish,44,12610.76,280,False,3,Thursday,8,32,False
2023-08-11,Grilled Fish,54,15349.4,280,False,4,Friday,8,32,False
2023-08-12,Grilled Fish,59,16549.64,280,False,5,Saturday,8,32,True
2023-08-13,Grilled Fish,49,13798.98,280,False,6,Sunday,8,32,True
2023-08-14,Grilled Fish,37,10342.13,280,False,0,Monday,8,33,False
2023-08-15,Grilled Fish,62,17562.77,280,True,1,Tuesday,8,33,False
2023-08-16,Grilled Fish,36,9834.28,280,False,2,Wednesday,8,33,False
2023-08-17,Grilled Fish,53,14606.1,280,False,3,Thursday,8,33,False
2023-08-18,Grilled Fish,66,18111.24,280,False,4,Friday,8,33,False
2023-08-19,Grilled Fish,54,15508.04,280,False,5,Saturday,8,33,True
2023-08-20,Grilled Fish,54,15309.56,280,False,6,Sunday,8,33,True
2023-08-21,Grilled Fish,43,11919.11,280,False,0,Monday,8,34,False
2023-08-22,Grilled Fish,42,12074.51,280,False,1,Tuesday,8,34,False
2023-08-23,Grilled Fish,44,12295.6,280,False,2,Wednesday,8,34,False
2023-08-24,Grilled Fish,40,11045.33,280,False,3,Thursday,8,34,False
2023-08-25,Grilled Fish,64,18276.04,280,False,4,Friday,8,34,False
2023-08-26,Grilled Fish,60,16379.88,280,False,5,Saturday,8,34,True
2023-08-27,Grilled Fish,49,13687.62,280,False,6,Sunday,8,34,True
2023-08-28,Grilled Fish,35,9976.37,280,False,0,Monday,8,35,False
2023-08-29,Grilled Fish,46,12534.31,280,False,1,Tuesday,8,35,False
2023-08-30,Grilled Fish,42,11885.98,280,False,2,Wednesday,8,35,False
2023-08-31,Grilled Fish,43,12264.88,280,False,3,Thursday,8,35,False
2023-09-01,Grilled Fish,51,14194.01,280,False,4,Friday,9,35,False
2023-09-02,Grilled Fish,60,16360.39,280,False,5,Saturday,9,35,True
2023-09-03,Grilled Fish,49,13766.19,280,False,6,Sunday,9,35,True
2023-09-04,Grilled Fish,38,10929.36,280,False,0,Monday,9,36,False
2023-09-05,Grilled Fish,36,9795.61,280,False,1,Tuesday,9,36,False
2023-09-06,Grilled Fish,50,13844.34,280,False,2,Wednesday,9,36,False
2023-09-07,Grilled Fish,44,12447.25,280,False,3,Thursday,9,36,False
2023-09-08,Grilled Fish,57,15764.05,280,False,4,Friday,9,36,False
2023-09-09,Grilled Fish,56,15369.27,280,False,5,Saturday,9,36,True
2023-09-10,Grilled Fish,46,13204.88,280,False,6,Sunday,9,36,True
2023-09-11,Grilled Fish,38,10583.12,280,False,0,Monday,9,37,False
2023-09-12,Grilled Fish,38,10622.42,280,False,1,Tuesday,9,37,False
2023-09-13,Grilled Fish,36,9867.08,280,False,2,Wednesday,9,37,False
2023-09-14,Grilled Fish,39,10957.57,280,False,3,Thursday,9,37,False
2023-09-15,Grilled Fish,58,15882.94,280,False,4,Friday,9,37,False
2023-09-16,Grilled Fish,63,17129.62,280,False,5,Saturday,9,37,True
2023-09-17,Grilled Fish,46,12724.05,280,False,6,Sunday,9,37,True
2023-09-18,Grilled Fish,36,10078.33,280,False,0,Monday,9,38,False
2023-09-19,Grilled Fish,35,10093.0,280,False,1,Tuesday,9,38,False
2023-09-20,Grilled Fish,37,10460.35,280,False,2,Wednesday,9,38,False
2023-09-21,Grilled Fish,42,11724.5,280,False,3,Thursday,9,38,False
2023-09-22,Grilled Fish,49,13839.44,280,False,4,Friday,9,38,False
2023-09-23,Grilled Fish,72,20296.51,280,False,5,Saturday,9,38,True
2023-09-24,Grilled Fish,66,18423.99,280,False,6,Sunday,9,38,True
2023-09-25,Grilled Fish,36,10116.27,280,False,0,Monday,9,39,False
2023-09-26,Grilled Fish,40,10999.61,280,False,1,Tuesday,9,39,False
2023-09-27,Grilled Fish,33,9101.22,280,False,2,Wednesday,9,39,False
2023-09-28,Grilled Fish,46,12836.56,280,False,3,Thursday,9,39,False
